Investor ID;Name;Country of registration/origin;Classification;Investor homepage;Opencorporates link;Comment;Action comment
40413;AsiaPacific Businesslink Sdn Bhd;Malaysia;Иное;;;"Imported from Land Observatory
UUID: c6908ef7-c24e-482a-b771-7ded3a3e8bf6"
40414;Hemaraj Land And Development;Thailand;Иное;http://www.hemaraj.com/page/main.asp;;"Imported from Land Observatory
UUID: c69449f9-4c99-49a3-b794-2555d152237d
Address: UM Tower 9 Ramkhamhaeng Road, Suanlaung, Bangkok 10250, Thailand"
40419;GG World;Cambodia;Иное;;;"Imported from Land Observatory
UUID: c7e58604-593e-4bd5-855f-4d80e21e3ae5"
40422;Houay Ho Power Company;Lao PDR;Иное;http://www.houayho.com/IntroToHHPC.aspx;;"Imported from Land Observatory
UUID: c998dd1e-3a1e-4928-83db-9527f20ece15
Phone: +856 21 414 932
Address: Vieng Vang Tower, Boulichan Road, Dongpalan Thong Village, Sisattanak District,  Vientiane Capital. Lao PDR
Economic Sector: Energy sector"
40424;Rattanak Stone;Cambodia;Иное;;https://opencorporates.com/companies/kh/00001929;"Imported from Land Observatory
UUID: c9fd69fd-2ea8-4529-8f57-cbf85e440c0a"
40426;Tozzi Holding SRL;Italy;Частная компания;https://www.tozzigreen.com/;;"Imported from Land Observatory
UUID: cc5224f8-9236-4d45-97a9-2b242f195348
Phone: + 39 05 44 52 50 11
Address: via Zuccherificio, 10 48123 mezzano
Economic Sector: Energy sector"
40427;Villa Development Co., Ltd;Cambodia;Частная компания;;;"Imported from Land Observatory
UUID: cded5fb5-9170-4f81-ba9b-faead555cbee"
40429;ECO S.A;Peru;Частная компания;;;"Imported from Land Observatory
UUID: ce860ee7-ab03-4255-a3a4-73d45b4dcab3
Economic Sector: Other"
40431;Savannakhet Sugar Corporation Ltd. (SSC);Lao PDR;Частная компания;;;"Savannakhet Sugar Corporation (SSC), or ""SSC ນ້ຳຕານສະຫວັນ"" in Lao. It is a major sugar producer located in the Atsaphangthong district of Savannakhet Province, Laos."
40435;Paolong Rubber Plantation Company Ltd.;China;Частная компания;;;"Imported from Land Observatory
UUID: d48f97e6-84ba-404b-b470-949d2c7b9858"
40437;Trayectoria Oil & Gas;Panama;Частная компания;https://www.trayectoriaoilgas.com/;https://opencorporates.com/companies/pa/501782;"Imported from Land Observatory
UUID: d5deb004-93db-49e1-93b5-d3a3339099f4"
40439;POSCO Engineering & Construction;Republic of Korea;Иное;http://www.poscoenc.com/;;"Imported from Land Observatory
UUID: d60fdceb-6de2-45f0-adcd-413d40697501
Economic Sector: Energy sector"
40446;Universal Pacific Limited (UPL) Lao Company Limited;Lao PDR;Иное;http://upllao.com/;;"Imported from Land Observatory
UUID: da42dac7-2851-44a0-a11a-f8c0f4f3f07a
Phone: +856 21 419 032
Address: Unit F11-F16, ASEAN Mall, Kampheng Meuang Road, Phonthan Village, Vientiane Capital Lao PDR"
40448;JPE;Cambodia;Частная компания;;https://opencorporates.com/companies/kh/00002246;"Imported from Land Observatory
UUID: daacb13f-0680-4ec9-b3e4-52f179ee4fbb"
40452;Suon Mean Sambath;Cambodia;Иное;;;"Imported from Land Observatory
UUID: dba3fe00-436f-49b2-9a6e-e1af82a48e22"
40453;Banpu Power Public Company Limited;Thailand;Частная компания;https://www.banpupower.com/;;Banpu Power Public Company Limited (BPP) is a subsidiary of Banpu Public Company Limited that was established in 1996 and listed on the Stock Exchange of Thailand (SET) in 2016. The Company produces and distributes electricity from thermal power generation and renewable power generation in the Asia-Pacific region, including Thailand, Lao PDR, China, Japan, Vietnam, Indonesia, Australia and the U.S.
40454;GMS Power Public Company Limited;Thailand;Иное;http://gmspower.com/;;"Imported from Land Observatory
UUID: dbf934b2-dc35-4d26-a1ed-36ad85b75dd2
Domestic Partner: EDL"
40460;Nam Long Power Company Limited;Lao PDR;Полугосударственная компания;;;"Imported from Land Observatory
UUID: e2aa1ed8-9d0b-4c0c-8ec9-117d196fcf91
Economic Sector: Energy sector"
40462;Dong Bac Corporation;Vietnam;Государственная компания;;;"Imported from Land Observatory
UUID: e39f59ff-df6d-4a3c-b6d7-d47c4d9f1b17"
40463;NORINCO International;China;Частная компания;http://www.norinco-intl.com/en/;;"Imported from Land Observatory
UUID: e3c984bc-bd08-4b65-8302-9bf8c63d82db
Phone: +8610 010 6813 7500
Address: No. 6 Zhengda Road, Shijingshan District, Beijing,100040
Economic Sector: Other"
40465;Kasekam khmer Angkor Co.,ltd.;Cambodia;Иное;;;"Imported from Land Observatory
UUID: e46d0dbc-ab9c-48f5-9fa2-5ca3abdf2ec3"
40467;Deng Sanakeo (DSK) Group;Lao PDR;Иное;;;"Imported from Land Observatory
UUID: e4d3b8d0-2433-4a9e-b423-d785680db440"
40468;MECAMIDI;France;Иное;http://www.mecamidi.com/;;"Imported from Land Observatory
UUID: e510b10c-e78e-4fad-b6aa-2768514a9ea4
Economic Sector: Energy sector"
40469;China Hydropower Engineering Consulting Group;China;Иное;;;"Imported from Land Observatory
UUID: e561faa5-4508-4af7-b920-241d46dd7675
Economic Sector: Energy sector"
40470;Laos-ASEAN International Trade Company;Lao PDR;Иное;;;"Imported from Land Observatory
UUID: e61e0263-e0d9-4491-81f1-97a9c6bc2709
Economic Sector: Tourism"
40471;Try Pheap Import Export Co., Ltd.;Cambodia;Частная компания;;https://opencorporates.com/companies/kh/00019401;"Imported from Land Observatory
UUID: e6f36912-66a8-4535-accc-6f22716df00f"
40474;Palmas del Oriente;Peru;Частная компания;http://www.palmas.com.pe/palmas/el-grupo/empresas;;"Imported from Land Observatory
UUID: eb53960b-02bb-45a9-a3bf-4e0ec26ccfb4
Economic Sector: Agriculture"
40478;Nam Phay Power Company;Lao PDR;Частная компания;;;"Imported from Land Observatory
UUID: f08ee2ed-0c0f-4125-809d-35b31e9cc516
Economic Sector: Energy sector"
40480;El Rocío S.A;Peru;Частная компания;http://www.gruporocio.com/;;"Imported from Land Observatory
UUID: f21ece5b-de31-4c89-89f6-88d0b0352e64
Economic Sector: Agriculture"
40485;Lao SPG CMC Mining Company Limited;India;Частная компания;;;"Imported from Land Observatory
UUID: f4480d02-47f2-42a7-b3f5-34aab09baf67"
40489;Kuang Ming Rubber Company Ltd.;Vietnam;Иное;;;"Imported from Land Observatory
UUID: f6b0b5c2-e679-4121-91b1-9173eafac835"
40490;Theun-Hinboun Power Co Ltd;Lao PDR;Частная компания;http://thpclaos.com/;;"Imported from Land Observatory
UUID: f76611bb-2281-4801-8951-d14012688ce0
Phone: +856 21 217 363
Address: 2nd Floor, Simeuang Commercial Center, Fa Ngum Road, Phia Vat Village, Sisattanak District Vientiane, Lao PDR
Economic Sector: Energy sector"
40491;Nalin Ninthachaleunxay Bridge and Road Construction Company;Lao PDR;Иное;;;"Imported from Land Observatory
UUID: f7cf8a92-5de0-476d-a0ee-e0ffbd877b1f
Economic Sector: Other"
40498;Yee Jia Tourism Development (Cambodia) Company;Cambodia;Частная компания;;https://opencorporates.com/companies/kh/00001331;"Imported from Land Observatory
UUID: fc4e04b3-ceeb-4d8b-b9fc-0249366a8058
Economic Sector: Tourism"
40499;Savan Pacifica Development Company Limited;Malaysia;Частная компания;http://www.savanpark.com;https://opencorporates.com/companies/my/995461-M;"Imported from Land Observatory
UUID: fc94b9f3-7c54-458d-b932-96b47f809a6c
Domestic Partner: Lao National Committee for Special Economic Zones (NCSEZ)"
40502;Vinachem;Vietnam;Иное;http://www.vinachem.com.vn/;;"Imported from Land Observatory
UUID: fec1c064-7da2-4ce6-92c4-69148ae7c74f
Domestic Partner: Viet-Lao Chemical and Rock Salt Company Ltd"
40503;Indochina Consulting Company (ICC);Lao PDR;;;;"Imported from Land Observatory
UUID: ffab99f6-290a-4af5-aa6c-dbe389b71620"
40505;SALIC UK Ltd;United Kingdom of Great Britain and Northern Ireland;Инвестиционный фонд;http://www.salic.com/English/BusinessAndStrategy/SubsidiariesAndAffiliates/Pages/SALICUKLtd.aspx;https://opencorporates.com/companies/gb/09199619;
40506;OP Financial Group;Finland;Инвестиционный фонд;;;
40507;OP Corporate Bank plc;Finland;Коммерческий банк;https://www.opbank.lt/en/;;
40508;Saudi Grain and Fodder Holding Co. LC;Saudi Arabia;;;;
40509;Public Investment Fund;Saudi Arabia;Государственная компания;;;
40510;United Farmers Holding Company LLC;Saudi Arabia;;;;
40511;KRMG (Ukraine) Ltd.;United Kingdom of Great Britain and Northern Ireland;Частная компания;;;
40512;Grain Land  LLC;Ukraine;Частная компания;;;The company was dissolved in 2020. Assignee company is Mriya Farming Halychyna LLC.
40513;Agro LV Limited LLC;Ukraine;Частная компания;;;"Identification code - 34943719
The previous parent company was SALIC Ukraine LLC."
40514;Michel Tereshchenko;France;Частный предприниматель;;;
40515;Elifibr LLC;Ukraine;Частная компания;;;
40516;Agro Investments (Ukraine) Limited;Cyprus;;;;
40517;Bio Verde LLC;Ukraine;Частная компания;;;
40518;Vesele-Agro LLC;Ukraine;Частная компания;;;
40521;Vesele-Agro LLC;Ukraine;Частная компания;;;National code 34973979
40522;Volyn-Agro LLC;Ukraine;Частная компания;;;National code: 34244835
40523;Mya Thidar Sway Tin;Myanmar;Частный предприниматель;;;"""Stark Industries Co. Ltd. is owned and founded by Mya  Thida  Sway  Tin,  a  Myanmar  businesswoman with  connections  to  military  and  business  elite. Mya Thida Sway Tin takes her name from her exhusband, Maung Maung Sway Tin, who recently died. They are both named in the Panama Papers."" (EIA.2016: Green Desert)"
40525;Prestige Platform Sdn Bhd;Malaysia;;;;
40530;Iglesia ni Cristo;Philippines;Иное;;;Church of christ
40531;Iglesia Ni Cristo;South Africa;Неприбыльная организация (например, церковь, университет, др.);https://iglesianicristo.net/;;
40532;RCL Foods Limited;South Africa;Компания, имеющая листинг на фондовой бирже;https://www.rclfoods.com/;;
40533;Idavang-Agro LLC;Russian Federation;Частная компания;;;Identification number - 4716029840 
40534;Jast Holding A/S;Denmark;Частная компания;;;
40535;Idavang A/S;Denmark;Компания, имеющая листинг на фондовой бирже;https://idavang.com/#who-we-are;https://opencorporates.com/companies/dk/20956143;
40536;Idavang LLC;Russian Federation;Частная компания;;;
40537;Malayan Banking (Maybank);Malaysia;Коммерческий банк;https://www.maybank2u.com.my/home/m2u/common/login.do;https://opencorporates.com/companies/my/3813-K;
40538;Joyvio Group;China;;http://www.joyvio.com/English/index.php?m=content&c=index&a=lists&catid=12;;
40539;Heilongjiang Beidahuang Land Reclamation Group Corporation;China;;;;
40540;Heilongjiang Agriculture Co. Ltd;China;Компания, имеющая листинг на фондовой бирже;;;
40541;Jiusan Group;China;;;;
40542;JBA Holdings;China;Частная компания;;;
40543;Unknown (JBA Holdings (China);;;;;
40544;Japan Bank for International Cooperation (JBIC);Japan;Двусторонний банк развития / Финансовая институция развития;https://www.jbic.go.jp/en/;;
40545;Norwegian Government Pension Fund Global (GPFG);Norway;Инвестиционный фонд;https://www.nbim.no/en/the-fund/;;
40546;Yaw Family;Malaysia;Частный предприниматель;;;Father and son, Yaw Teck Seng and Yaw Chee Ming respectively, are the founders and owners of Samling Strategic Corp.
40548;Bushveld Minerals Limited;South Africa;Компания, имеющая листинг на фондовой бирже;;;Headquarters in South Africa. Registered on London Stock Exchange
40549;IR Resources Limited;China, Hong Kong Special Administrative Region;Компания, имеющая листинг на фондовой бирже;http://www.irresources.com.hk/index.php;;Previously known as China Asean Resources Ltd., changed its name last August 2015
40550;Ener. Fin. s.r.l.;;;;;
40551;Fri-El Energy Investments S.r.l.;;;;;
40552;Fri-El Capital S.r.l.;;;;;
40553;Anglo-Rom Agriculture LLC;Romania;Частная компания;;;"Fiscal Code 5296544,
Registry No.	J36/68/2010,
EUID	ROONRC.J36/68/2010"
40554;Jalandhar Potato Growers Association (JPGA);India;;;;
40555;Unknown (Jalandhar Potato Growers Association (JPGA));India;;;;
40556;Perilines Ltd;Ghana;;;;
40557;Seftech India Private Limited;India;;;;
40558;Komenda sugar factory;Ghana;;;;Public-private partnership between the Ghana government and Park Agrotech. Park Agrotech is expected to work with STM Projects Limited, an Indian company with extensive experience in the management and operation of Sugar Mills and plantations both in India and other parts of the world.
40559;Arafco Agricultural Integration Company Ltd;Kenya;;;;
40560;Prince Sultan Bin Nassir Bin Abdulaziz Al-Said;Saudi Arabia;Частный предприниматель;;;
40561;Galana Ranch;Kenya;;;;
40562;Banco Agrario de Colombia;Colombia;Государственное учреждение;https://www.bancoagrario.gov.co/Paginas/default.aspx;;It's an official institution of the government devoted to foster agricultural projects. They developed a line of credit for agroindustry.
40563;sunshine Group;China;;;;Might be Jiangsu Sunshine Group Co., Ltd
40564;Sunshine Agriculture Limited;Tanzania;;;;Sunshine Agriculture Limited part of the Sunshine Group Company Limited
40566;Clinton-Hunter Development Initiative (CHDI);;;;;
40567;Rwanda Farmers Coffee Company (RFCC);Rwanda;Частная компания;;;
40568;Hunter Foundation;United States of America;Иное;;;NPO
40569;Clinton Foundation;United States of America;Иное;;;NPO
40570;NCH Advisors Inc.;United States of America;Инвестиционный фонд;;https://opencorporates.com/companies/us_de/2422793;
40571;Lany Agro LLC;Ukraine;Частная компания;;;
40572;Brody Agro LLC;Ukraine;Частная компания;;;"Code - 35116440. The operating company is a part of Agroprosperis Group
In 2024, the Antimonopoly Committee of Ukraine has decided to approve the purchase of Brody Agro LLC for Hanse Agri Ukraine. Therefore, the relationships can change in the near future"
40573;Isola Enterprises Ltd.;Cyprus;Частная компания;;;
40575;Bio Agro LLC;Ukraine;Частная компания;;;
40576;Dubenskyi krai LLC;Ukraine;Частная компания;;;
40577;Volyn Krai LLC;Ukraine;Частная компания;;;National code ID 34712886
40578;Genesta Limited;Cyprus;;;https://opencorporates.com/companies/cy/HE277698;
40579;Group of companies Vitagro LLC;Ukraine;Частная компания;;;
40580;Agroholding Zorya LLC;Ukraine;Частная компания;;;
40581;Horyn Agro LLC;Ukraine;Частная компания;;;ID number - 34112267.
40582;Investment company Vitagro LLC;Ukraine;Инвестиционный фонд;;;
40583;Bio-lan LLC;Ukraine;Частная компания;;;
40584;Shumsk Agro LLC;Ukraine;Частная компания;;;National ID code: 34043068
40585;Jerste S.a.r.l.;Luxembourg;Частная компания;;;Previous name Jerste B.V. and registration in the Netherlands.
40586;Petrobena East Africa Limited;Tanzania;;;;
40587;Petrobena East Africa Limited;Tanzania;;;;
40588;Agro Kolos L LLC;Ukraine;Частная компания;;;National ID 35051635
40589;Pitt Holdings Limited;Cyprus;;;https://opencorporates.com/companies/cy/HE223995;
40590;Ray Agro LLC;Ukraine;Частная компания;;;
40591;Starokostyantyniv Agro LLC;Ukraine;Частная компания;;;National ID 34337479
40595;Agrofirma Obriy LLC;Ukraine;Частная компания;;;National code: 35779344
40596;Agro Star 2006 LLC;Ukraine;Частная компания;;;National code: 34342384
40597;Letychiv Agro LLC;Ukraine;Частная компания;;;Previous parent company - Bio Verde (subsidiary in NCH Capital Inc.)
40598;Agro-Maidan LLC;Ukraine;Частная компания;;;Since 2016, the operating company is terminated and merged with Letychiv-Agro (deal 6636, Investor ID - 40597)
40599;NAP II Holdings B. V.;Netherlands;Инвестиционный фонд;;;
40600;New Agro Podillya LLC;Ukraine;Частная компания;;;"Code - 38188900.
The previous parent company was NAP II Holdings B. V. (Netherlands)."
40601;New Agro Invest LLC;Ukraine;Частная компания;;;
40602;Ukrzernoprom-Derezhnya LLC;Ukraine;Частная компания;;;The company has been in liquidation since 2023. Assignee company is New Agro Podillya LLC.
40604;Agrofirm Progres-V LLC;Ukraine;Частная компания;;;
40605;Promin Podillya LLC;Ukraine;Частная компания;;;National code - 35469896
40606;A.T.S. Ukraine Property Development Limited;Cyprus;;;https://opencorporates.com/companies/cy/HE230410;
40607;Bio Kray LLC;Ukraine;Частная компания;;;
40608;Unagro Finance Limited;Cyprus;;;https://opencorporates.com/companies/cy/HE201625;
40609;LU Invest;Latvia;;;https://opencorporates.com/companies/lv/48503014026;
40610;Zolotyi svitanok (Agro) LLC;Ukraine;Частная компания;;;
40611;Unknown (Green Timbers);China;;;;
40612;Green Timber;Mozambique;;;;
40613;Department of Economic Development in Abu Dhabi (DED);United Arab Emirates;Государственная компания;;;
40614;Food Security Centre — Abu Dhabi (FSCAD);United Arab Emirates;Государственная компания;;;
40615;Ministry of Agriculture, Animal Industry and Fisheries of Uganda;Uganda;Государственная компания;;;
40616;unknown (Department of Economic Development in Abu Dhabi (DED), the Food Security Centre — Abu Dhabi (FSCAD) and the Ministry of Agriculture, Animal Industry and Fisheries of Uganda);;;;;
40617;Kelmentsi Agro LLC;Ukraine;Частная компания;;;
40618;Michael Matthias Heinrich;Germany;Частный предприниматель;;;
40619;Kurylivtsi Agro LLC;Ukraine;Частная компания;;;"Previous name of the company: Agrofirma Rubansky LLC. In 2023 company changed its name to ""Kurylivtsi Agro"".
National ID code: 35353973"
40620;Agrofirma Shargorod LLC;Ukraine;Частная компания;;;National code ID: 35728295
40621;Kraievyd Podillya LLC;Ukraine;Частная компания;;;National code: 34918499
40622;MP-Alfa LLC;Ukraine;Частная компания;;;National code: 34004595
40623;Polonne Agro LLC;Ukraine;Частная компания;;;National code: 36009500
40624;Korostyshivzeminvest LLC;Ukraine;Частная компания;;;
40625;AGRISER d.o.o.;Serbia;Частная компания;;;
40626;Big Game Parks (BGP);Swaziland;Частная компания;http://biggameparks.org/;;Big Game Parks (BGP) is a private non-profit Trust
40627;KaMsholo Bushveld Safari;Swaziland;;;;Previously named Nisela Safari
40628;Unknown (Nisela Farms (Pty) Ltd);;;;;
40629;Nisela Farms (Pty) Ltd;Swaziland;;;;
40630;Eng Huat Industires PTE Ltd;Singapore;Частная компания;;https://opencorporates.com/companies/sg/199805464M;
40631;Eng Huat Industries Ltd;Nigeria;Частная компания;;;
40632;Eng Huat Industires PTE Ltd;Singapore;Частная компания;;https://opencorporates.com/companies/sg/199805464M;
40633;Eng Huat Industries Ltd;Nigeria;Частная компания;http://www.enghuatindustries.com/index.php?option=com_content&view=article&id=45&Itemid=62;;
40635;Craftskills Wind Energy International of Kenya;Kenya;;;;
40636;Kipeto Energy Limited Company (KEL);Kenya;;https://kipetoenergy.co.ke/;;Kipeto Energy PLC (KEP) is a special purpose vehicle incorporated in Kenya for the development of the Kipeto Wind Power Project. With a generation capacity of 100MW of clean, renewable electrical energy, the  project is the second largest wind power project in Kenya. It is situated in Esilanke area, Kiserian Division, Kajiado County, South West of Nairobi covering an area of approximately 70km2
40637;Overseas Private Investment Corporation;United States of America;Двусторонний банк развития / Финансовая институция развития;;;
40638;Agroholdyng MS;Ukraine;Частная компания;;;
40639;Nosivka Agro LLC;Ukraine;Частная компания;;;Identification code - 34593872
40640;Nizhyn Agro LLC;Ukraine;Частная компания;;;Code - 35195139. The operating company is a part of Agroprosperis Group
40641;Bakhmach Agro LLC;Ukraine;Частная компания;;;
40642;Semenivka Agro LLC;Ukraine;Частная компания;;;National code ID 35188049
40643;Glukhiv-Agroinvest LLC;Ukraine;Частная компания;;;Identification code - 35051394
40647;San Miguel Holdings Corp.;Philippines;Компания, имеющая листинг на фондовой бирже;;;
40648;Ayala Land Inc.;Philippines;Компания, имеющая листинг на фондовой бирже;;;
40649;Sicogon Development Corporation;Philippines;;;;
40651;Semirara Mining and Power Corporation;Philippines;Компания, имеющая листинг на фондовой бирже;http://www.semiraramining.com/home;;
40652;Unknown operating company (#162590);;;;;
40653;Philippine Bases Conversion and Development Authority;Philippines;Государственная компания;;;
40654;Bases Conversion and Development Authority (BCDA);Philippines;Государственное учреждение;https://www.bcda.gov.ph/;;The Bases Conversion and Development Authority (BCDA) is a development corporation vested with corporate powers under Republic Act (RA) 7227 (Bases Conversion and Development Act of 1992), signed into law by former President Corazon C. Aquino last March 13, 1992. The BCDA Charter was amended by RA 7917 in 1995, and further amended by RA 9400 in 2007.
40655;Karla Marksa-2 PE;Ukraine;Частная компания;;;Code - 34264605
40656;Vorozhbalatinvest LLC;Ukraine;Частная компания;;;"National code: 34236384
In March 2022, a Russian air strike damaged the company's property worth more than UAH 21 million."
40658;Ryasnyanske LLC;Ukraine;Частная компания;;;National code: 30841386
40660;GoldPlata Mining International Corporation;Panama;Частная компания;;https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=61731174;
40661;Ukrlatagro LLC;Ukraine;Частная компания;;;National code: 33584483
40662;Ancor Investments Ltd.;Cyprus;;;https://opencorporates.com/companies/cy/HE177888;
40663;Agrotop LLC;Ukraine;;;;
40664;"PALE ""Zorya""";Ukraine;Частная компания;;;"National code: 30377984.
Previously part of the Agroperspires holding company. But from 21.05.2025 - part of Agroton holding"
40665;Kelagers Investments Limited;Cyprus;;;;
40666;Charivnyi svitanok (Agro) LLC;Ukraine;Частная компания;;;National code: 35533699
40667;Agrolatinvest LLC;Ukraine;Частная компания;;;
40668;Orilkalatinvest LLC;Ukraine;Частная компания;;;
40669;Supina Agro LLC;Ukraine;Частная компания;;;
40670;Krayevyd-Agro LLC;Ukraine;Частная компания;;;
40671;Charivnyi lan LLC;Ukraine;Частная компания;;;
40672;Mozfoods SA;Mozambique;Компания, имеющая листинг на фондовой бирже;;;
40673;Moçfer Industrias Alimentares;Mozambique;;;;
40674;Aquifer Ltd;United Kingdom of Great Britain and Northern Ireland;Частная компания;;https://opencorporates.com/companies/gb/05039222;
40675;The Gatsby Charitable Foundation;United Kingdom of Great Britain and Northern Ireland;Неприбыльная организация (например, церковь, университет, др.);http://www.gatsby.org.uk/legal-and-administrative;;
40677;Palmabio S.A.S;Colombia;Частная компания;;;On July 15, 2015, Voltaje Empresarial and Palmabio applied for the acquisition of Odin Energy Corporation
40678;Green River Technology Inc.;Panama;Частная компания;;;"Source:

https://www.panadata.net/es/organizaciones/591261"
40679;Daewoo Engineering and Construction Co., Ltd.;Republic of Korea;Частная компания;;;
40680;Leonardo-Lachenal-Leonio Holdings Inc. (LHI or LLL Holdings);Philippines;Компания, имеющая листинг на фондовой бирже;;;
40681;MES Invest B.V.;Netherlands;;;;
40682;MES Invest Ukraine LLC;Ukraine;;;;
40683;Mriya Farming Podillia LLC;Ukraine;Частная компания;;;Unique national code: 39983735
40684;Mriya Pidgaitsi LLC;Ukraine;Частная компания;;;"Mriya Agroholdyng PLC was the previous investor. SALIC UK (Parent company from Saudi Arabia) became an investor through MES Invest as ""a project company"" in 2018. Now the Company is in a state of termination."
40685;Palmeras de la Costa S.A.;Colombia;Частная компания;;https://www.bloomberg.com/profiles/companies/0820395D:CB-palmeras-de-la-costa-sa;
40686;Coal Asia Holdings, Inc.;Philippines;Компания, имеющая листинг на фондовой бирже;;;
40688;Manila South Coast Development Corporation;Philippines;Компания, имеющая листинг на фондовой бирже;;;
40689;SM Land Inc.;Philippines;Компания, имеющая листинг на фондовой бирже;;;
40690;Guicaramo S.A.;Colombia;Частная компания;;;
40691;Hacienda La Cabaña S.A.;Colombia;Частная компания;http://www.lacabana.com.co/en/home/;;
40692;Palmasol S.A.;Colombia;Частная компания;;;
40693;Palmeras Santana Ltda;Colombia;Частная компания;;https://empresas.portafolio.co/PALMERAS-SANTANA-LTDA.html;Link not from Opencorporates but of a Colombian newspaper.
40694;Oleaginosas San Marcos Ltda;Colombia;Частная компания;https://www.sanmarcos.com.co/;;
40695;Agropecuaria La Loma Ltda;Colombia;;;;
40696;Copalma Ltda.;Colombia;Частная компания;https://empresas.portafolio.co/COPALMA-SAS.html;;
40697;Inparme S.A.;Colombia;;;;
40698;Palmeras La Crolina S.A.;Colombia;Частная компания;https://www.palmeraslacarolina.com/;;
40699;Agroganados Internacional Ltda;Colombia;Частная компания;;https://empresas.portafolio.co/AGROGANADOS-INTERNACIONAL-LTDA.html;
40700;Sapuga S.A.;Colombia;Частная компания;;https://empresas.portafolio.co/SAPUGA-SA.html;
40701;Oleaginosas Santana Ltda;Colombia;Частная компания;;https://empresas.portafolio.co/OLEAGINOSAS-SANTANA-SAS.html;
40702;Palmeras La Margarita Díaz Martínez;Colombia;Частная компания;;https://empresas.portafolio.co/PALMERAS-MARGARITA-DIAZ-MARTINEZ-COMPANIA-LTDA.html;
40703;Palmeras del Humea S.A.;Colombia;Частная компания;;https://empresas.portafolio.co/PALMERAS-HUMEA-SA.html;
40704;Ingwenyama [King Mswati];Swaziland;Иное;;;Trust
40705;Government of Swaziland;Swaziland;Государственная компания;;;
40706;SDZ Mine PTY Ltd;;;;;
40707;Lufafa Mine PTY Ltd;Swaziland;Частная компания;;;
40708;SG Iron Ore Mining (PTY) Ltd;Swaziland;;;;
40709;Société Vicwood Centrafrique;Central African Republic;Частная компания;;;
40710;Vicwood;China;Частная компания;https://www.vicwoodtimber.com.cn/;;There are several companies with the name Vicwood on OpenCorporates, it is hard to determine which the right company is. 
40711;Fadoul;Greece;;;;
40712;Société Centrafricaine Forestière;Central African Republic;;;;
40713;Nasrali & Jamal;Lebanon;;;;
40714;Société d' Exploitation  Forestière de Centrafrique (SEFCA);Central African Republic;;;;
40715;SCD;Italy;;;;
40716;Sociètè Centrafricaine de Développement;Central African Republic;Частная компания;;;
40717;Familial;France;;;;
40718;Industrie Forestière de Batalimo;Central African Republic;Частная компания;;;
40719;African Palm Corp. (APC);United States of America;;;;
40720;Ngalipomi;Congo, Rep.;;;;
40721;Unknown (African Palm Corp, Ngalipomi);Congo, Rep.;;;;
40722;PT. Inocin Abadi;Indonesia;;;;
40723;Unigrain Holding Limited;Cyprus;;;https://opencorporates.com/companies/cy/HE250674;
40724;Burat-Agro LLC;Ukraine;Частная компания;;;
40725;Slobozhanschyna Agro PAE;Ukraine;;;;
40728;South Bukidnon Bioenergy Inc.;Philippines;;;;
40729;Metropolitan Waterworks and Sewerage System;Philippines;Государственная компания;;;
40730;Government of the People's Republic of China;China;Государственная компания;;;
40731;China Energy Engineering Corporation (CEEC);China;Иное;;;Administrator Reynaldo Velasco of the Metropolitan Waterworks and Sewerage System (MWSS) said that the construction will be undertaken by China Energy Engineering Corporation (CEEC) starting next year and will be completed in 2023 reported last November 8, 2018.
40732;Nicua Mining Corporation;China;Частная компания;;;
40733;Realwood Establishment;Liechtenstein;Частная компания;;;
40734;Kreglinger International AG;Switzerland;Частная компания;;https://opencorporates.com/companies/ch/190273;
40735;"Agrofirma ""named after Dovzhenko""";Ukraine;Частная компания;;;
40736;Investment-Industrial company Poltavazernoproduct LLC;Ukraine;Частная компания;;;
40737;Khmilnytske LLC;Ukraine;Частная компания;;;Code of company is 00692245.
40738;Development Bank of the Philippines;Philippines;Государственная компания;https://www.dbp.ph/;;
40739;Unknown (Abana Coffee Plc);United States of America;Частная компания;;;
40740;Abana Coffee Plc;Ethiopia;Частная компания;;;
40741;Ayetu Agricultural and Trading Plc;Ethiopia;;;;
40742;Ayetu Agricultural and Trading Plc;Ethiopia;;;;
40743;Trackon Trading’s Gera Coffee Development Project;Ethiopia;Частная компания;;;
40744;Trackon Trading’s Gera Coffee Development Project;Ethiopia;Частная компания;;;
40745;Unknown (Karuturi Agro Products PLC);;;;;Karuturi Agro Products PLC – a subsidiary of the Indian based Karuturi Global Ltd (KGL)
40746;Goodvalley LLC;Russian Federation;Частная компания;;;
40747;Ethiopian Electric Power Corporation (EEPCo);Ethiopia;Государственная компания;;;
40748;Ethiopian Electric Power Corporation (EEPCo);Ethiopia;Государственная компания;;;
40749;Green Renewable Holdings;;;;;
40752;All-Asia Resources and Reclamation Corp.;Philippines;Компания, имеющая листинг на фондовой бирже;;;
40753;Sangley Airport Infrastructure Group;Philippines;Компания, имеющая листинг на фондовой бирже;;;
40754;Ukraine Invest A/S;Denmark;Частная компания;;;
40755;Polen Invest A/S;Denmark;Инвестиционный фонд;;https://opencorporates.com/companies/dk/16988774;
40756;National Food Authority;Philippines;Государственная компания;http://nfa.gov.ph/;;
40757;AGR Invest Holding Ltd;Cyprus;;;https://opencorporates.com/companies/cy/HE376133;Owner of this company is Armenian citizen.
